,original_firstorder_10Percentile_disease_left,original_firstorder_90Percentile_disease_left,original_firstorder_Energy_disease_left,original_firstorder_Entropy_disease_left,original_firstorder_InterquartileRange_disease_left,original_firstorder_Kurtosis_disease_left,original_firstorder_Maximum_disease_left,original_firstorder_Mean_disease_left,original_firstorder_MeanAbsoluteDeviation_disease_left,original_firstorder_Median_disease_left,original_firstorder_Minimum_disease_left,original_firstorder_Range_disease_left,original_firstorder_RobustMeanAbsoluteDeviation_disease_left,original_firstorder_RootMeanSquared_disease_left,original_firstorder_Skewness_disease_left,original_firstorder_TotalEnergy_disease_left,original_firstorder_Uniformity_disease_left,original_firstorder_Variance_disease_left,original_glcm_Autocorrelation_disease_left,original_glcm_ClusterProminence_disease_left,original_glcm_ClusterShade_disease_left,original_glcm_ClusterTendency_disease_left,original_glcm_Contrast_disease_left,original_glcm_Correlation_disease_left,original_glcm_DifferenceAverage_disease_left,original_glcm_DifferenceEntropy_disease_left,original_glcm_DifferenceVariance_disease_left,original_glcm_Id_disease_left,original_glcm_Idm_disease_left,original_glcm_Idmn_disease_left,original_glcm_Idn_disease_left,original_glcm_Imc1_disease_left,original_glcm_Imc2_disease_left,original_glcm_InverseVariance_disease_left,original_glcm_JointAverage_disease_left,original_glcm_JointEnergy_disease_left,original_glcm_JointEntropy_disease_left,original_glcm_MCC_disease_left,original_glcm_MaximumProbability_disease_left,original_glcm_SumAverage_disease_left,original_glcm_SumEntropy_disease_left,original_glcm_SumSquares_disease_left,original_gldm_DependenceEntropy_disease_left,original_gldm_DependenceNonUniformity_disease_left,original_gldm_DependenceNonUniformityNormalized_disease_left,original_gldm_DependenceVariance_disease_left,original_gldm_GrayLevelNonUniformity_disease_left,original_gldm_GrayLevelVariance_disease_left,original_gldm_HighGrayLevelEmphasis_disease_left,original_gldm_LargeDependenceEmphasis_disease_left,original_gldm_LargeDependenceHighGrayLevelEmphasis_disease_left,original_gldm_LargeDependenceLowGrayLevelEmphasis_disease_left,original_gldm_LowGrayLevelEmphasis_disease_left,original_gldm_SmallDependenceEmphasis_disease_left,original_gldm_SmallDependenceHighGrayLevelEmphasis_disease_left,original_gldm_SmallDependenceLowGrayLevelEmphasis_disease_left,original_glrlm_GrayLevelNonUniformity_disease_left,original_glrlm_GrayLevelNonUniformityNormalized_disease_left,original_glrlm_GrayLevelVariance_disease_left,original_glrlm_HighGrayLevelRunEmphasis_disease_left,original_glrlm_LongRunEmphasis_disease_left,original_glrlm_LongRunHighGrayLevelEmphasis_disease_left,original_glrlm_LongRunLowGrayLevelEmphasis_disease_left,original_glrlm_LowGrayLevelRunEmphasis_disease_left,original_glrlm_RunEntropy_disease_left,original_glrlm_RunLengthNonUniformity_disease_left,original_glrlm_RunLengthNonUniformityNormalized_disease_left,original_glrlm_RunPercentage_disease_left,original_glrlm_RunVariance_disease_left,original_glrlm_ShortRunEmphasis_disease_left,original_glrlm_ShortRunHighGrayLevelEmphasis_disease_left,original_glrlm_ShortRunLowGrayLevelEmphasis_disease_left,original_glszm_GrayLevelNonUniformity_disease_left,original_glszm_GrayLevelNonUniformityNormalized_disease_left,original_glszm_GrayLevelVariance_disease_left,original_glszm_HighGrayLevelZoneEmphasis_disease_left,original_glszm_LargeAreaEmphasis_disease_left,original_glszm_LargeAreaHighGrayLevelEmphasis_disease_left,original_glszm_LargeAreaLowGrayLevelEmphasis_disease_left,original_glszm_LowGrayLevelZoneEmphasis_disease_left,original_glszm_SizeZoneNonUniformity_disease_left,original_glszm_SizeZoneNonUniformityNormalized_disease_left,original_glszm_SmallAreaEmphasis_disease_left,original_glszm_SmallAreaHighGrayLevelEmphasis_disease_left,original_glszm_SmallAreaLowGrayLevelEmphasis_disease_left,original_glszm_ZoneEntropy_disease_left,original_glszm_ZonePercentage_disease_left,original_glszm_ZoneVariance_disease_left,original_ngtdm_Busyness_disease_left,original_ngtdm_Coarseness_disease_left,original_ngtdm_Complexity_disease_left,original_ngtdm_Contrast_disease_left,original_ngtdm_Strength_disease_left,original_shape_Elongation_disease_left,original_shape_Flatness_disease_left,original_shape_LeastAxisLength_disease_left,original_shape_MajorAxisLength_disease_left,original_shape_Maximum2DDiameterColumn_disease_left,original_shape_Maximum2DDiameterRow_disease_left,original_shape_Maximum2DDiameterSlice_disease_left,original_shape_Maximum3DDiameter_disease_left,original_shape_MeshVolume_disease_left,original_shape_MinorAxisLength_disease_left,original_shape_Sphericity_disease_left,original_shape_SurfaceArea_disease_left,original_shape_SurfaceVolumeRatio_disease_left,original_shape_VoxelVolume_disease_left
0,-0.610146723,1.083088941,48850.44688,0.9998216240000001,1.001578969,2.3552790480000003,4.277886928,0.124290735,0.537936854,-0.014819756000000002,-1.3041887090000002,5.582075636,0.409680765,0.6491341829999999,0.524029462,48850.44688,0.500123636,0.405927001,2.3866950609999997,0.713304734,-0.022300987,0.712671815,0.286807345,0.42607560200000005,0.286807345,0.860582353,0.20344266100000002,0.856596328,0.856596328,0.942638531,0.904397552,-0.13924894699999998,0.48502872399999997,0.286807345,1.510032911,0.29681776,1.860046714,0.42607560200000005,0.366629239,3.020065822,1.5732393690000002,0.24986979,5.491823297000001,5360.699752,0.046240434000000004,36.90494549,57979.83322000001,0.24993818199999998,2.476412694,329.0757175,859.3148424000001,196.5159362,0.630896827,0.00920688,0.024139699,0.005473675999999999,22257.36875,0.503788229,0.24810588600000003,2.372607976,13.23815382,36.31684195,7.468481791,0.656848006,3.499676861,11291.58349,0.250716245,0.38103832299999996,5.93821703,0.48990144,1.164898929,0.321152068,197.71540469999997,0.516228211,0.241885895,2.770234987,12768399.32,32150000.13,7922999.116,0.557441253,117.2610966,0.306164743,0.574037401,1.693149078,0.294259482,3.7473898080000003,0.0033036890000000003,12676776.93,17324.970559999998,6.0599999999999996e-05,0.28478442800000003,0.071156363,6.0599999999999996e-05,0.812053363,0.49674999299999995,63.14951042,127.1253374,179.42407869999997,242.6623168,167.14664219999997,270.9575613,114999.9167,103.2325578,0.241941657,47268.50039,0.411030736,115931.0
1,-0.691828135,0.543701373,13722.8826,0.9585720990000001,0.6608477779999999,3.1253564889999996,2.079649945,-0.106722035,0.38787797700000004,-0.15263400900000001,-1.374750879,3.454400824,0.273783208,0.495540246,0.5827314060000001,13722.8826,0.5284397,0.234170543,2.009360994,0.708106676,0.23059757600000003,0.652151983,0.29557537300000003,0.376260131,0.29557537300000003,0.873391805,0.207532073,0.8522123140000001,0.8522123140000001,0.940884925,0.901474876,-0.10926090599999999,0.429669575,0.29557537300000003,1.3857162269999999,0.318604249,1.818816438,0.376260131,0.466496087,2.7714324539999997,1.523241066,0.23693183899999998,5.500574441,2474.310608,0.044275832,39.06202746,29531.32417,0.23578015,2.142258965,315.9160404,614.803951,241.1940627,0.714435259,0.011419883,0.030215752999999998,0.0067209159999999995,11270.89703,0.506011045,0.24699447800000002,2.337871404,11.50649871,23.01638491,8.629027164,0.665532149,3.38810494,6170.0210369999995,0.273942405,0.39850266799999995,4.983715557,0.5257339910000001,1.331921489,0.32418711699999997,133.1732283,0.5243040489999999,0.23784797600000002,2.830708661,1265995.543,2502674.417,956825.8248,0.542322835,77.41732283,0.30479261,0.5726213029999999,1.603982773,0.314780936,3.884073578,0.004545129,1217588.614,28429.938580000002,0.00012362700000000001,0.289486339,0.068222598,0.000123686,0.795832001,0.405669461,76.92046714,189.6136499,177.0536642,201.5564437,161.25135659999998,249.2288105,56169.041670000006,150.9006104,0.280478502,25288.08181,0.450213873,55884.0
2,-0.81897243,0.6980034340000001,106849.3156,0.819095494,0.668189501,4.026679828,4.1788094760000005,-0.246050766,0.453491066,-0.41657795299999995,-1.602651332,5.781460807,0.30085292399999997,0.629827674,1.148002945,106849.3156,0.620057404,0.336141919,1.64308767,0.822450228,0.458066859,0.549348805,0.19396995,0.477780241,0.19396995,0.70781843,0.15594962199999998,0.903015025,0.903015025,0.96120601,0.93534335,-0.188916745,0.507985893,0.19396995,1.246690882,0.47239100100000003,1.4595302280000002,0.477780241,0.6563241439999999,2.493381763,1.265560278,0.185829689,5.085151656,15813.38421,0.05870790099999999,46.165012700000005,167016.8022,0.189971298,1.764977335,409.56701699999996,603.1452644999999,361.17245510000004,0.8087556659999999,0.010782982,0.032131666,0.005445811,42434.62961,0.5156524,0.2421738,2.24061789,25.37754405,36.79802663,22.5224234,0.689845527,3.714941913,19435.98457,0.232332517,0.30526516,14.00960456,0.48324226299999995,1.2884040079999999,0.281951827,1156.6281900000001,0.702690273,0.148654863,3.455042527,16994862.76,18930433.5,16510970.08,0.38623936799999997,508.19684079999996,0.308746562,0.576361051,2.020364873,0.215360095,3.513737522,0.006110849000000001,16968083.61,55841.69779,3.81e-05,0.194894725,0.037024189,3.81e-05,0.848197283,0.45871782200000005,91.35484451,199.1525948,231.3655117,260.771931,215.24404750000002,260.9176115,266933.9583,168.92068989999999,0.175108625,114493.0533,0.428919025,269357.0
3,-0.531754072,1.355332397,76233.37793999999,0.9686108840000001,1.334747857,1.8404573969999998,4.838090664,0.36219173600000004,0.63754992,0.24699629999999997,-1.273185191,6.111275855,0.5207009429999999,0.809957149,0.214021483,76233.37793999999,0.52159902,0.52484773,2.7205182760000004,0.752485517,-0.258740922,0.6829500270000001,0.262034039,0.44545558399999996,0.262034039,0.82557618,0.192289585,0.86898298,0.86898298,0.947593192,0.91265532,-0.155366445,0.49954225799999996,0.262034039,1.6171784319999998,0.335218382,1.77076169,0.44545558399999996,0.486161412,3.2343568639999996,1.5087276509999998,0.236246016,5.411055071,5564.979794,0.047889744000000005,43.89415161,60611.89253,0.23920049,2.811762074,332.90234419999996,1032.785584,157.9315342,0.547059482,0.011168066,0.027484907000000003,0.007088856,22378.40551,0.500684431,0.249657785,2.547847308,15.98112217,52.71805568,6.796888791000001,0.613038173,3.421866103,12727.64442,0.280183718,0.384606117,8.836884356,0.53065843,1.302480038,0.33770302799999996,291.8776224,0.510275564,0.24486221800000002,2.284965035,8203531.731000001,25791377.63,3806570.255,0.6787587409999999,172.4055944,0.301408382,0.570170656,1.298000466,0.38821320299999995,3.938787894,0.004922378,8162260.246,9335.611045,6.6e-05,0.26086176,0.062667974,6.57e-05,0.833914387,0.516392589,82.48434391,159.7318507,202.0396001,230.0543414,150.4027925,249.06424869999998,114968.5833,133.2026883,0.190829462,59918.1164,0.521169477,116204.0
4,-0.557035239,1.124765727,34126.86306,0.9864020179999999,1.028890529,2.2307128130000002,3.335154775,0.220745058,0.539749169,0.13855953099999999,-1.3389181940000001,4.674072968,0.415013508,0.672991282,0.353331341,34126.86306,0.509395753,0.404188885,2.632669897,0.7315820959999999,-0.19913135399999998,0.691174117,0.276096577,0.429007743,0.276096577,0.8469376540000001,0.199022647,0.8619517109999999,0.8619517109999999,0.944780685,0.907967808,-0.14199008300000002,0.485521207,0.276096577,1.590239395,0.317342006,1.813843979,0.429007743,0.452191106,3.18047879,1.537747402,0.241817673,5.423192819,3518.3629909999995,0.046694223,42.67585498,38382.46056,0.24530212399999998,2.7056231669999997,339.4919242,1021.673785,168.9464591,0.5735942079999999,0.010890376,0.02711587,0.006834002,14194.93963,0.501266801,0.24936660000000002,2.428416024,15.92194611,51.01082622,7.149726078,0.642895994,3.460772605,7756.788651999999,0.269826827,0.375832664,8.479975009,0.518263621,1.217567676,0.34343760799999995,184.0,0.5,0.25,2.5,4610510.117,13885983.77,2291641.703,0.625,122.59782609999999,0.333146267,0.599493947,1.42965261,0.391954281,3.743808208,0.00488394,4568586.442,7399.399912000001,9.58e-05,0.277173579,0.068195648,9.549999999999999e-05,0.727526709,0.40466542200000005,64.70391206,159.8948378,182.463695,224.1785003,171.2921481,226.61420959999998,74337.41667,116.3277652,0.268002256,31901.956410000003,0.429150727,75349.0
5,-0.367022216,1.139652144,51909.918639999996,0.940640035,0.789217469,3.3689072710000003,3.7071918889999997,0.29913214,0.46927381700000004,0.196434639,-1.290363484,4.997555373,0.330042357,0.657973403,0.772923158,51909.918639999996,0.54057771,0.343448962,2.813200593,0.675510932,-0.273237976,0.5929368079999999,0.309674141,0.313754171,0.309674141,0.889614883,0.212867621,0.84516293,0.84516293,0.9380651720000001,0.8967752859999999,-0.078946099,0.359609891,0.309674141,1.6560125540000001,0.335826904,1.783788076,0.313754171,0.501175484,3.312025109,1.474113935,0.225652737,5.344373088999999,5272.019399,0.04396867,42.14376206,64817.42969,0.229711145,2.927316853,329.71468839999994,1102.0269130000001,136.63663219999998,0.5181707870000001,0.010506788999999999,0.023122305,0.00735291,23166.50189,0.500225081,0.24988745899999998,2.5290411280000002,14.32544918,49.03327422,5.6484929170000004,0.6177397179999999,3.382348672,13293.86109,0.284181589,0.38623398700000006,7.379304437999999,0.538654364,1.244888167,0.36209591399999996,279.2461538,0.6137278110000001,0.193136095,1.784615385,8975022.673,29480134.05,3848744.827,0.803846154,136.1428571,0.299215071,0.568128482,0.962147469,0.469623735,3.773559376,0.003794702,8905577.102,9983.382384,5.4000000000000005e-05,0.308839029,0.071197209,5.379999999999999e-05,0.674990491,0.378033916,64.45014967,170.4877446,275.1090693,293.12795839999995,166.0120478,313.23314,119279.1667,115.07760649999999,0.285796294,41001.894980000005,0.343747329,119904.0
6,-0.593498954,1.021176688,75140.90315,0.998859898,0.924818696,2.545758727,5.265232186,0.130611656,0.5073154089999999,0.034279277000000004,-1.338907342,6.604139527999999,0.37860534100000004,0.623429655,0.496306791,75140.90315,0.50079005,0.37160513,2.468589223,0.705619653,-0.085075678,0.698345788,0.295550873,0.405234993,0.295550873,0.872555845,0.207298592,0.8522245629999999,0.8522245629999999,0.940889825,0.9014830420000001,-0.12546597,0.463300618,0.295550873,1.53878822,0.295753078,1.8662578369999998,0.405234993,0.391012783,3.07757644,1.570706964,0.248474165,5.50901201,8747.470933,0.045246085,38.10127026,96818.24122000001,0.249604975,2.55962572,319.5042337,880.7153483,179.201455,0.61009357,0.010510218,0.026481413999999998,0.00651742,38196.13928,0.502370629,0.248814685,2.398517466,12.45346669,35.4778269,6.697376633999999,0.650370633,3.4315117789999996,20610.65382,0.267444859,0.39326655,5.71798514,0.5144012020000001,1.207123109,0.34122072600000003,402.0201005,0.505050378,0.24747481100000002,2.650753769,13888927.67,38252859.28,7797944.767999999,0.587311558,283.2613065,0.35585591299999997,0.620322697,1.6386550530000001,0.365739608,3.68528939,0.0041172909999999995,13829937.88,25284.92394,3.53e-05,0.292764094,0.073130927,3.53e-05,0.8572394040000001,0.557052421,86.37323425,155.0540505,211.62466769999997,211.94574780000002,182.6033954,251.7836373,191841.6667,132.9184418,0.19451515,82697.55146,0.43107189799999995,193331.0
7,-0.5232391670000001,1.05205513,324623.386,0.963670331,0.930880615,2.634081774,5.2484511089999994,0.234790964,0.49621334799999994,0.19691177899999998,-1.4324469569999998,6.680898066,0.376020188,0.637412918,0.259945241,324623.386,0.524969713,0.351168431,2.748621857,0.7776094720000001,-0.28299421199999997,0.6951415440000001,0.243808382,0.480609646,0.243808382,0.799193777,0.18384284,0.8780958090000001,0.8780958090000001,0.9512383240000001,0.918730539,-0.179164954,0.534491845,0.243808382,1.623508683,0.346682197,1.739773934,0.480609646,0.501604492,3.247017365,1.4959655509999998,0.234737482,5.1910241610000005,49138.78226,0.061501585,40.27082173,419442.4011,0.23751514399999998,2.835206963,419.0186061,1297.458654,199.40859419999998,0.541198259,0.007765515,0.018308296,0.005129819,115935.0991,0.500457491,0.249771255,2.4567611019999998,29.39533418,98.48072609,12.12398621,0.635809725,3.872597547,50971.20721,0.217917833,0.289944479,17.07333155,0.46307367299999996,1.078923921,0.309111111,1147.230769,0.544743955,0.22762802199999999,2.051282051,153660463.3,481848292.7,71613505.97,0.737179487,1003.9012349999999,0.47668624600000004,0.717644354,1.487084969,0.5252842,2.784523141,0.002635848,153516530.6,57999.03959,1.0300000000000001e-05,0.242514001,0.057675835999999994,1.0300000000000001e-05,0.782392933,0.432803596,78.89671338,182.2921855,218.11235640000004,229.07204109999998,186.2713075,235.0085105,797882.5833,142.6241177,0.276108208,150671.3907,0.18883905199999998,798984.0
8,-0.6013709420000001,0.28564116,49306.56783,0.793833497,0.42665608200000005,6.832968896000001,3.65663452,-0.182244165,0.290407115,-0.245345163,-1.315456398,4.972090918,0.180847691,0.440167405,1.4740641019999998,49306.56783,0.635954459,0.16053440800000002,1.57140112,0.538344191,0.292718722,0.43124712299999995,0.298963992,0.181177327,0.298963992,0.877350035,0.20884073600000003,0.8505180040000001,0.8505180040000001,0.9402072020000001,0.9003453359999999,-0.032251076000000004,0.206650467,0.298963992,1.240294372,0.426053707,1.5654040790000001,0.181177327,0.6102236320000001,2.480588744,1.266440087,0.182552779,4.924423251,12131.5161,0.04767009999999999,39.47520068,161843.4143,0.18202277100000003,1.7178267040000001,354.73319869999995,442.95520039999997,332.6776983,0.8205433240000001,0.010473488000000001,0.034009523,0.0045894790000000005,45957.63994,0.507792719,0.246103641,2.314974634,16.79942705,21.37200342,15.65628296,0.6712563420000001,3.394882216,24023.87859,0.262653383,0.355557456,8.614523213,0.5165299839999999,1.475659847,0.276747519,836.7107943,0.852047652,0.073976174,3.7586558039999995,37379749.16,46103859.88,35198721.47,0.310336049,365.8004073,0.37250550600000004,0.634269681,2.439407289,0.18298527899999997,2.740179745,0.0038587129999999997,37312588.48,66300.70012000001,2.6700000000000002e-05,0.294052585,0.053447629,2.68e-05,0.43224928799999995,0.29741507100000003,59.90914789,201.4327914,225.14217730000001,247.9354755,157.81318069999998,279.3313445,253950.4583,87.06918063,0.305121456,63559.04712,0.250281285,254489.0
9,-0.16112347,1.6086360480000002,789382.43,0.681781463,1.085123209,2.17437464,4.168523543,0.669908556,0.565784791,0.594911093,-1.524610737,5.69313428,0.435818087,0.945093098,0.266246292,789382.43,0.703802209,0.444423491,3.398339888,0.600975532,-0.361207309,0.36854947,0.192003459,0.314640789,0.192003459,0.704582684,0.154919159,0.903998271,0.903998271,0.9615993079999999,0.935998847,-0.092454842,0.33244167199999997,0.192003459,1.831447206,0.564804376,1.2481393109999999,0.314640789,0.735445476,3.6628944110000003,1.056135852,0.140138232,4.402610559,89587.32676,0.101369734,47.53763053,621997.8703,0.148098896,3.457658571,467.33171830000003,1793.6797149999998,135.7447192,0.385585357,0.008187859,0.015520701999999999,0.006354649,111683.91,0.504502246,0.247748877,2.639574582,49.94038621,194.63864919999997,13.76582046,0.590106355,3.767284482,53456.02929,0.23974216,0.250427801,33.52345219,0.498528264,1.0301353690000001,0.36562648799999997,2750.661188,0.9227310259999999,0.038634487,1.120764844,177164220.3,687341272.2,49619957.31,0.969808789,1043.945991,0.35019993,0.61465638,0.689959179,0.59583068,2.7049878310000004,0.003373057,177076327.6,29933.774589999997,1.15e-05,0.19748722800000001,0.029541199,1.13e-05,0.548005971,0.346058816,95.2515917,275.2468291,274.7653544,284.3817856,196.468827,301.15112489999996,882500.875,150.8369058,0.225919465,196943.0091,0.22316466199999999,883768.0
