,original_firstorder_10Percentile_disease_right,original_firstorder_90Percentile_disease_right,original_firstorder_Energy_disease_right,original_firstorder_Entropy_disease_right,original_firstorder_InterquartileRange_disease_right,original_firstorder_Kurtosis_disease_right,original_firstorder_Maximum_disease_right,original_firstorder_Mean_disease_right,original_firstorder_MeanAbsoluteDeviation_disease_right,original_firstorder_Median_disease_right,original_firstorder_Minimum_disease_right,original_firstorder_Range_disease_right,original_firstorder_RobustMeanAbsoluteDeviation_disease_right,original_firstorder_RootMeanSquared_disease_right,original_firstorder_Skewness_disease_right,original_firstorder_TotalEnergy_disease_right,original_firstorder_Uniformity_disease_right,original_firstorder_Variance_disease_right,original_glcm_Autocorrelation_disease_right,original_glcm_ClusterProminence_disease_right,original_glcm_ClusterShade_disease_right,original_glcm_ClusterTendency_disease_right,original_glcm_Contrast_disease_right,original_glcm_Correlation_disease_right,original_glcm_DifferenceAverage_disease_right,original_glcm_DifferenceEntropy_disease_right,original_glcm_DifferenceVariance_disease_right,original_glcm_Id_disease_right,original_glcm_Idm_disease_right,original_glcm_Idmn_disease_right,original_glcm_Idn_disease_right,original_glcm_Imc1_disease_right,original_glcm_Imc2_disease_right,original_glcm_InverseVariance_disease_right,original_glcm_JointAverage_disease_right,original_glcm_JointEnergy_disease_right,original_glcm_JointEntropy_disease_right,original_glcm_MCC_disease_right,original_glcm_MaximumProbability_disease_right,original_glcm_SumAverage_disease_right,original_glcm_SumEntropy_disease_right,original_glcm_SumSquares_disease_right,original_gldm_DependenceEntropy_disease_right,original_gldm_DependenceNonUniformity_disease_right,original_gldm_DependenceNonUniformityNormalized_disease_right,original_gldm_DependenceVariance_disease_right,original_gldm_GrayLevelNonUniformity_disease_right,original_gldm_GrayLevelVariance_disease_right,original_gldm_HighGrayLevelEmphasis_disease_right,original_gldm_LargeDependenceEmphasis_disease_right,original_gldm_LargeDependenceHighGrayLevelEmphasis_disease_right,original_gldm_LargeDependenceLowGrayLevelEmphasis_disease_right,original_gldm_LowGrayLevelEmphasis_disease_right,original_gldm_SmallDependenceEmphasis_disease_right,original_gldm_SmallDependenceHighGrayLevelEmphasis_disease_right,original_gldm_SmallDependenceLowGrayLevelEmphasis_disease_right,original_glrlm_GrayLevelNonUniformity_disease_right,original_glrlm_GrayLevelNonUniformityNormalized_disease_right,original_glrlm_GrayLevelVariance_disease_right,original_glrlm_HighGrayLevelRunEmphasis_disease_right,original_glrlm_LongRunEmphasis_disease_right,original_glrlm_LongRunHighGrayLevelEmphasis_disease_right,original_glrlm_LongRunLowGrayLevelEmphasis_disease_right,original_glrlm_LowGrayLevelRunEmphasis_disease_right,original_glrlm_RunEntropy_disease_right,original_glrlm_RunLengthNonUniformity_disease_right,original_glrlm_RunLengthNonUniformityNormalized_disease_right,original_glrlm_RunPercentage_disease_right,original_glrlm_RunVariance_disease_right,original_glrlm_ShortRunEmphasis_disease_right,original_glrlm_ShortRunHighGrayLevelEmphasis_disease_right,original_glrlm_ShortRunLowGrayLevelEmphasis_disease_right,original_glszm_GrayLevelNonUniformity_disease_right,original_glszm_GrayLevelNonUniformityNormalized_disease_right,original_glszm_GrayLevelVariance_disease_right,original_glszm_HighGrayLevelZoneEmphasis_disease_right,original_glszm_LargeAreaEmphasis_disease_right,original_glszm_LargeAreaHighGrayLevelEmphasis_disease_right,original_glszm_LargeAreaLowGrayLevelEmphasis_disease_right,original_glszm_LowGrayLevelZoneEmphasis_disease_right,original_glszm_SizeZoneNonUniformity_disease_right,original_glszm_SizeZoneNonUniformityNormalized_disease_right,original_glszm_SmallAreaEmphasis_disease_right,original_glszm_SmallAreaHighGrayLevelEmphasis_disease_right,original_glszm_SmallAreaLowGrayLevelEmphasis_disease_right,original_glszm_ZoneEntropy_disease_right,original_glszm_ZonePercentage_disease_right,original_glszm_ZoneVariance_disease_right,original_ngtdm_Busyness_disease_right,original_ngtdm_Coarseness_disease_right,original_ngtdm_Complexity_disease_right,original_ngtdm_Contrast_disease_right,original_ngtdm_Strength_disease_right,original_shape_Elongation_disease_right,original_shape_Flatness_disease_right,original_shape_LeastAxisLength_disease_right,original_shape_MajorAxisLength_disease_right,original_shape_Maximum2DDiameterColumn_disease_right,original_shape_Maximum2DDiameterRow_disease_right,original_shape_Maximum2DDiameterSlice_disease_right,original_shape_Maximum3DDiameter_disease_right,original_shape_MeshVolume_disease_right,original_shape_MinorAxisLength_disease_right,original_shape_Sphericity_disease_right,original_shape_SurfaceArea_disease_right,original_shape_SurfaceVolumeRatio_disease_right,original_shape_VoxelVolume_disease_right
0,-0.605019228,1.017013155,100070.119,0.9940412959999999,0.889101362,2.71064598,4.497141701,0.07459525,0.504341643,-0.07388671,-1.3942682130000001,5.891409914,0.37117484700000003,0.6142497370000001,0.680760994,100070.119,0.50412457,0.371738288,2.257596619,0.7183378109999999,0.077049863,0.712377041,0.283054731,0.43131888799999996,0.283054731,0.8562705740000001,0.202023832,0.858472635,0.858472635,0.9433890540000001,0.9056484229999999,-0.14220814199999998,0.49034759200000005,0.283054731,1.466374661,0.300260282,1.851677906,0.43131888799999996,0.392097973,2.932749323,1.568623175,0.248857943,5.484416929,12448.652170000001,0.046936194,37.09012387,133706.439,0.247937715,2.363762843,346.9391837,825.0224866000001,227.418358,0.659059289,0.00841158,0.022302661,0.004938809000000001,48292.9911,0.503723161,0.24813842,2.373155041,15.41953477,38.50955347,9.647030091,0.65671124,3.587553544,23799.727730000002,0.24431956,0.361441157,7.393048189,0.48567422299999996,1.191951237,0.30910497,360.60413589999996,0.532650127,0.233674937,2.883308715,29814913.83,71174185.94,19475095.8,0.529172821,248.67503689999998,0.367319109,0.630209835,1.890809124,0.315060013,3.500514547,0.00255255,29661433.9,51011.16585,2.6899999999999997e-05,0.279852453,0.06930072400000001,2.7000000000000002e-05,0.742634028,0.625268045,112.4440165,179.8333011,201.5564437,280.84515310000006,170.5109967,280.8611757,264108.0417,133.5503287,0.22210334,89629.32326,0.339366127,265225.0
1,-0.573462621,1.020652846,90862.95227000001,0.9526953440000001,0.9251021359999999,2.238588565,4.614548463,0.22628274199999998,0.494890149,0.22092377,-1.7315422919999999,6.346090755,0.373966604,0.633040165,0.018754342,90862.95227000001,0.532429116,0.349535971,2.7934726010000004,0.7662692740000001,-0.303361502,0.668731014,0.25286603399999996,0.451141367,0.25286603399999996,0.8134297979999999,0.188336523,0.873566983,0.873566983,0.949426793,0.915711322,-0.158703912,0.503697611,0.25286603399999996,1.639968539,0.350864953,1.735701734,0.451141367,0.5135355220000001,3.2799370789999998,1.482835699,0.230399262,5.238525921,12651.820179999999,0.055799293,40.29165939,120721.9129,0.23378544199999998,2.8820091910000003,415.0176415,1310.682766,191.1013604,0.529497702,0.008587256,0.018718013000000002,0.006054566999999999,33363.19394,0.500624564,0.249687718,2.449998165,28.47037889,95.92476529999999,11.60678229,0.637500459,3.8348693010000003,15210.47455,0.225868238,0.293929218,16.41508911,0.47574050799999995,1.057492836,0.33030242600000004,442.4698795,0.592329156,0.203835422,1.855421687,27418899.06,90593938.28,11625139.26,0.7861445779999999,304.72423030000004,0.40793069600000004,0.663727005,1.329013829,0.49740529899999997,2.843438457,0.0032945509999999997,27326767.71,16006.585019999999,3.54e-05,0.249062003,0.058222152,3.54e-05,0.41266834799999996,0.23587914699999998,44.98250205,190.70147859999997,226.22113080000003,224.1807307,152.81688390000002,255.1587741,226500.0,78.69646402,0.466228718,38541.6741,0.170161917,226738.0
2,-0.78677167,0.591847832,203731.0309,0.7969307,0.603595455,4.182790449,4.414769708,-0.253154261,0.4118709,-0.397508352,-1.483990215,5.898759922999999,0.269293736,0.589207135,1.167041107,203731.0309,0.63401714,0.283077968,1.614434786,0.790887672,0.444140321,0.525032478,0.201015947,0.44602800200000003,0.201015947,0.721895937,0.16016461199999998,0.8994920270000001,0.8994920270000001,0.9597968109999999,0.9329946840000001,-0.166387665,0.476210048,0.201015947,1.238314253,0.476811175,1.452462565,0.44602800200000003,0.661177773,2.476628506,1.251446618,0.181512106,4.912512639,38355.415069999995,0.065359015,40.69894013,372067.8866,0.18299143,1.723419592,441.5677883,631.9706480000001,393.9670733,0.819145102,0.00891849,0.027731077000000003,0.004215343,80486.9094,0.51086121,0.244569395,2.286177935,33.88235563,45.96838301,30.86084878,0.678455516,3.9046022989999996,32553.79028,0.20372445600000003,0.26839579199999997,19.31362305,0.44718533299999996,1.2525157279999999,0.245852734,2185.950243,0.817789092,0.091105454,3.695847363,72754945.87,87578470.83,69049064.63,0.326038159,996.8570894,0.372935686,0.633947281,2.361293931,0.202110619,2.849845326,0.004554889,72706746.16,104991.3514,1.7199999999999998e-05,0.197930965,0.036225648,1.7199999999999998e-05,0.676122872,0.359030666,78.59967731,218.92190469999997,259.0772086,267.56868280000003,207.04105869999998,272.6847997,585327.7917,148.01810700000001,0.221470308,152792.2683,0.261037098,586842.0
3,-0.500933125,1.295064164,51626.84446,0.967466112,1.130463822,2.04046456,2.8228246130000003,0.318703344,0.577691646,0.21290454399999997,-1.219775356,4.042599968999999,0.451810731,0.7455980170000001,0.321295158,51626.84446,0.522380744,0.454344581,2.722318824,0.692587623,-0.23912894699999998,0.631562219,0.305721334,0.347553602,0.305721334,0.884066665,0.21108405,0.847139333,0.847139333,0.938855733,0.8980928890000001,-0.09571822599999999,0.39776324399999996,0.305721334,1.62505983,0.32027417399999997,1.8171716759999998,0.347553602,0.472199164,3.2501196610000003,1.5114503430000001,0.234320888,5.450356166000001,4050.364862,0.043614214000000005,40.03576028,48512.45493,0.238809628,2.817353663,287.68156949999997,918.1574062000001,130.0626104,0.545661584,0.011593242,0.026777636,0.007797143,20125.40939,0.500240782,0.24987960899999997,2.527034869,10.60129498,34.35888446,4.661897606,0.6182412829999999,3.220070909,12645.12243,0.308528401,0.43320130100000004,4.980054783,0.558623274,1.317067717,0.36901216299999995,194.86301369999998,0.53387127,0.233064365,2.109589041,7291479.797,23238498.02,3304725.242,0.72260274,96.66575342,0.264837681,0.532712101,1.090482628,0.393269469,4.087585634,0.00393031,7226743.709,8643.912811,7.08e-05,0.304308645,0.073064855,7.04e-05,0.776698117,0.557432311,82.66804688,148.3014983,220.02954350000002,215.92822880000003,149.0369082,232.5725693,91866.29167,115.1854945,0.186822983,52701.698710000004,0.573678307,92868.0
4,-0.588066899,1.1661426000000001,44142.2365,0.9887536990000001,1.088351068,2.143991056,3.4509248869999998,0.22196721600000002,0.565574283,0.135535827,-1.294489014,4.745413901,0.43899257399999997,0.698532912,0.337088537,44142.2365,0.507775065,0.43867878299999996,2.618197208,0.736195995,-0.190440356,0.699501877,0.271671936,0.44042871899999997,0.271671936,0.839784462,0.196790932,0.864164032,0.864164032,0.945665613,0.9094426879999999,-0.150461228,0.497048184,0.271671936,1.584677725,0.317622161,1.810843432,0.44042871899999997,0.448841757,3.1693554510000004,1.539171496,0.24279345300000002,5.421876701,4210.027932999999,0.046537644,40.70526509,45935.87125,0.246112468,2.68705024,344.3784115,1025.552645,174.0848533,0.57823744,0.009598193,0.023926322000000003,0.00601616,16718.28175,0.501913652,0.24904317399999998,2.411234897,15.56223685,49.07394998,7.184308565,0.647191276,3.512080428,8646.136975,0.255423898,0.368222304,7.7913429679999995,0.5001152729999999,1.166318629,0.33356443399999997,163.0245399,0.500075276,0.249962362,2.481595092,6477130.709,21004957.59,2845173.988,0.629601227,96.73619632,0.296736799,0.565716868,1.448696213,0.344972031,3.9392766089999998,0.0036036040000000003,6400124.459,8940.066955,8.14e-05,0.271586808,0.066972917,8.120000000000001e-05,0.833636383,0.531624628,85.78966827,161.37263719999999,201.109423,265.5899094,171.2103969,268.2480196,89893.45833,134.52610159999998,0.26206309,37030.84811,0.411941523,90465.0
5,-0.340343812,1.335521338,235927.3424,0.8852509709999999,0.968022733,2.6217783740000002,4.640754295,0.428111642,0.530365606,0.34278794100000004,-1.4397964269999999,6.080550722000001,0.394953664,0.769036189,0.482778363,235927.3424,0.577405712,0.40813708200000004,2.9985050330000003,0.733991275,-0.368981661,0.570009079,0.25562512600000004,0.380557442,0.25562512600000004,0.816968668,0.189497539,0.872187437,0.872187437,0.948874975,0.914791625,-0.11852244099999999,0.423285377,0.25562512600000004,1.7087725319999998,0.39768535899999996,1.637323879,0.380557442,0.580959969,3.4175450639999996,1.3816987530000002,0.20640855100000002,5.03529922,23580.16285,0.059110152,43.82421973,230338.109,0.211297144,3.090191242,411.4111361,1435.012927,155.51068830000003,0.47745219,0.008700624,0.018422354,0.006270192,60051.518410000004,0.500024775,0.249987612,2.507339004,30.31433653,110.99197420000002,10.14492711,0.623165249,3.7040635060000002,29809.97338,0.24519088100000003,0.301055526,18.71541749,0.49820614799999996,1.109579057,0.34536292,976.1473447999999,0.7301027259999999,0.13494863699999998,1.4824233359999999,64167748.93,227937726.7,23225254.5,0.879394166,566.5183246,0.423723504,0.6766479879999999,1.019301792,0.590984537,2.681123243,0.0033515579999999997,64078725.03,23484.92687,1.95e-05,0.256724414,0.054360476,1.95e-05,0.553518214,0.304053225,62.16434299,204.4521743,273.54341519999997,307.07165289999995,177.1327186,322.2018001,398389.2917,113.16800239999999,0.347694385,75305.18583999999,0.18902412100000002,398919.0
6,-0.601270942,1.062789604,77218.21678,0.9999072,0.973316023,2.378107006,4.427878229,0.132027423,0.52554316,0.01038097,-1.4410896180000001,5.868967847,0.397515894,0.639288334,0.49849948899999996,77218.21678,0.5000643220000001,0.391258334,2.4243021280000003,0.714944055,-0.050710779000000004,0.7122876929999999,0.285608311,0.427566977,0.285608311,0.8592764,0.20301212,0.857195845,0.857195845,0.942878338,0.90479723,-0.14003285199999999,0.486544911,0.285608311,1.5223687609999998,0.298039878,1.857137672,0.427566977,0.379564606,3.0447375219999997,1.5715293609999998,0.24947400100000003,5.515627932999999,8521.812815000001,0.045103036,38.483599600000005,94482.65312999999,0.249967839,2.517013248,319.37336519999997,853.5369401,185.8324715,0.620746688,0.010325355999999999,0.026986692000000003,0.006160021999999999,37384.08825,0.502368452,0.248815774,2.400400446,12.33256486,34.20847435,6.863587492000001,0.649899888,3.4367648930000003,20124.74396,0.266092943,0.39385514299999996,5.564046706,0.5120857010000001,1.223425707,0.3342507,375.510929,0.512993072,0.24350346399999998,2.741803279,8592190.624,23671955.06,4822249.516,0.56454918,235.5519126,0.32179223,0.5898477879999999,1.664240203,0.321249684,3.983113312,0.003874225,8525566.693,25800.59174,3.75e-05,0.282400278,0.070605933,3.75e-05,0.747862191,0.47750705600000004,93.05814252,194.8832825,194.81529709999998,288.8546347,221.183182,292.7080457,187985.7083,145.74583869999998,0.17902730600000002,88643.73967000001,0.4715451,188941.0
7,-0.522623089,1.02914982,466315.7002,0.967148452,0.899187711,2.487825534,5.690182492000001,0.21955846199999998,0.48585153799999997,0.18018805899999998,-1.5275653219999998,7.217747814,0.36485325399999996,0.622606576,0.255361303,466315.7002,0.522597587,0.33943303,2.7279819819999997,0.762761248,-0.266149117,0.6896918809999999,0.25423002899999997,0.4612655,0.25423002899999997,0.81596953,0.189105155,0.872884985,0.872884985,0.9491539940000001,0.915256657,-0.164313244,0.516163952,0.25423002899999997,1.618365665,0.338933889,1.760684224,0.4612655,0.49125065100000004,3.236731331,1.506454194,0.23598047800000002,5.223134329,70310.47811,0.058447699000000006,39.82589804,628666.0835,0.238701207,2.818887348,417.1779771,1285.196781,200.17327619999998,0.545278163,0.008033828,0.018510848,0.005414574,175556.4646,0.500940666,0.24952966699999998,2.437070184,30.15161349,101.3181281,12.35998483,0.640732454,3.855346227,78591.88854,0.222416752,0.291324915,18.00885748,0.469403959,1.083339181,0.315920154,1967.0227920000002,0.560405354,0.21979732300000002,1.978632479,211180052.8,660625388.6,98818718.9,0.75534188,1564.676923,0.445776901,0.694043755,1.430845055,0.50984343,2.759088273,0.0029177929999999997,211062592.6,92776.0218,6.58e-06,0.252619731,0.0603361,6.58e-06,0.7265948659999999,0.5244996279999999,103.1406267,196.6457574,220.84383619999997,224.1428116,209.5542889,241.6319515,1202087.375,142.88179780000002,0.296234231,184560.8463,0.153533637,1202964.0
8,-0.630267537,0.345535854,51265.21581,0.809835228,0.462030946,6.224497611,2.882652839,-0.18046741600000002,0.31660508800000003,-0.25590276100000003,-1.2933776890000002,4.176030528,0.196897393,0.470064125,1.4362498830000001,51265.21581,0.6259100120000001,0.188391793,1.607185551,0.568009393,0.301420542,0.454534394,0.30034580899999996,0.204309451,0.30034580899999996,0.878203493,0.209154322,0.849827096,0.849827096,0.939930838,0.89988473,-0.040105544,0.23255283899999998,0.30034580899999996,1.2524528190000002,0.413405576,1.59760405,0.204309451,0.597374277,2.504905637,1.297258242,0.18872005100000003,4.99756593,10989.99963,0.047368442000000004,38.20756569,145218.0079,0.187044994,1.7472749140000001,349.474943,454.50779919999997,323.21672889999996,0.813181272,0.009774577,0.031033601,0.004459821,42541.09704,0.509400845,0.245299577,2.2964866809999998,15.6033975,20.65572347,14.34031601,0.67587833,3.412459047,21684.74454,0.256358718,0.35989341399999997,7.570742521000001,0.5073750370000001,1.4262666019999999,0.277652146,627.8649386,0.8565688109999999,0.07171559400000001,3.766712142,42192554.43,48081846.99,40720231.29,0.308321965,281.1309686,0.38353474600000004,0.643715354,2.4836464780000003,0.183732573,2.6602528430000003,0.003159333,42092367.93,67764.92774,2.9199999999999998e-05,0.29526009,0.055093477,2.9299999999999997e-05,0.377339941,0.289100527,62.70893899,216.91049700000002,258.11818999999997,266.0075187,173.8188712,275.2344455,231205.2083,81.84899414,0.29872455800000003,60983.396129999994,0.263763072,232011.0
9,-0.185181785,1.573033401,758185.8379,0.726476865,1.0254299279999999,2.31321919,4.985697644,0.606672505,0.551589462,0.505505505,-1.418884251,6.404581895,0.417463075,0.894518418,0.403163551,758185.8379,0.677267093,0.43211167100000003,3.326690065,0.632953545,-0.373907518,0.405752324,0.208888155,0.31997754300000003,0.208888155,0.738009054,0.164957272,0.895555923,0.895555923,0.958222369,0.930370615,-0.092803728,0.343291148,0.208888155,1.810378048,0.527722489,1.336194828,0.31997754300000003,0.70593397,3.620756095,1.127306674,0.15366012,4.583118259,78791.39813,0.083153726,47.4592466,641736.9844,0.16136645300000002,3.393141602,449.43322539999997,1706.3396289999998,135.2066245,0.4017146,0.00858243,0.016384122,0.006632006,127457.9709,0.5030766529999999,0.248461674,2.614372243,40.64256297,156.960449,11.56309145,0.596406939,3.72341192,61944.17724,0.242440892,0.267335049,26.19377982,0.500534545,1.040691034,0.365495423,3084.030707,0.893404029,0.053297986,1.169466976,153810040.6,593103749.7,43986613.33,0.9576332559999999,1174.1152949999998,0.3401261,0.604788577,0.7125355090000001,0.577851844,2.8001009389999996,0.003643122,153734695.9,36263.575580000004,9.9e-06,0.213269515,0.034729102000000005,9.81e-06,0.651315323,0.41995098399999997,110.957029,264.21423730000004,280.344431,272.9761894,200.3022716,281.1778796,945719.375,172.0867814,0.216464374,215248.0465,0.22760245,947539.0
